Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Device_Age,Age_Category,Has_Failed,High_Maintenance
MD03827,Mri Scanner,2021-07-21,4,Medequip,Model-100,Usa,3896.745118407582,1.5188988990941497,3,2,1,Component firmware update after detecting data lag; functionality restored. minor issue low priority fault,4,medio,1,0
MD00862,Infusion Pump,2017-04-10,8,Scanpro,Model-650,Uk,7385.142728173813,16.281594895790644,2,4,2,System performance degraded due to voltage spike; mitigation via system reset. moderate delay average severity report,8,viejo,1,1
MD01563,Pet Scanner,2023-08-29,2,Imagingtech,Model-300,Uk,17202.308166063332,26.30400454196224,3,4,3,Component inspection after detecting overheating; functionality restored. data loss high priority failure,2,nuevo,1,1
MD05138,Mri Scanner,2021-07-26,4,Medequip,Model-200,France,16014.915682680736,19.828966479580785,3,3,3,Routine check completed; battery wear observed during diagnostics. reboot failed urgent inspection needed,4,medio,1,1
MD03280,Pet Scanner,2017-08-29,8,Medequip,Model-350,France,15325.834674654025,16.304647032524308,4,3,3,System performance degraded due to overheating; mitigation via replacement. critical failure critical malfunction,8,viejo,1,1
MD05211,Pet Scanner,2019-05-13,6,Rescuetech,Model-450,Japan,6053.79228471221,1.8859699054058208,2,4,1,Routine check completed; abnormal sound observed during diagnostics. minor issue stable condition,6,medio,1,0
MD01006,X-Ray Machine,2019-09-12,6,Medequip,Model-150,Japan,-4292.169637871217,12.001776724842284,4,3,2,abnormal sound caused operational delay; system reset initiated. component issue moderate delay,6,medio,1,0
MD03172,Defibrillator,2023-11-10,2,Imagingtech,Model-550,Canada,8088.626735852468,6.265692458334692,3,3,1,Component inspection after detecting software crash; functionality restored. quick fix log file cleared,2,nuevo,1,1
MD02072,Defibrillator,2016-01-10,9,Ultramed,Model-400,France,11959.438632940792,13.567731988617345,4,3,3,System performance degraded due to sensor misalignment; mitigation via software patch. critical failure emergency shutdown,9,viejo,1,1
MD01489,Mri Scanner,2015-08-04,10,Ultramed,Model-250,Italy,11653.968850327808,18.43692849693325,1,2,3,Component recalibration after detecting data lag; functionality restored. reboot failed system crash,10,viejo,1,1
MD04217,Mri Scanner,2019-05-16,6,Cardiosync,Model-150,Japan,2741.820917601089,4.109173192343287,2,2,2,Routine check completed; battery wear observed during diagnostics. component issue average severity report,6,medio,1,0
MD04788,Mri Scanner,2014-07-01,11,Cardiosync,Model-250,Italy,11761.709784840798,4.351225951485916,2,4,2,System performance degraded due to data lag; mitigation via inspection. component issue driver update applied,11,viejo,1,1
MD01820,Mri Scanner,2021-08-24,4,Imagingtech,Model-450,Usa,5162.776819500038,7.005608862054533,1,6,1,System performance degraded due to voltage spike; mitigation via system reset. software reset routine reset,4,medio,1,0
MD00630,Defibrillator,2016-07-24,9,Cardiosync,Model-650,France,3062.6311346079265,16.008227853429602,1,0,3,overheating caused operational delay; recalibration initiated. reboot failed urgent inspection needed,9,viejo,0,0
MD04767,Defibrillator,2023-09-13,2,Scanpro,Model-100,Uk,6084.226932447785,7.0543732249591375,1,2,2,Component inspection after detecting battery wear; functionality restored. component issue non-critical warning,2,nuevo,1,0
MD02465,Pet Scanner,2018-05-14,7,Scanpro,Model-400,Canada,23608.85857988611,15.00161554945962,1,1,3,battery wear caused operational delay; system reset initiated. data loss critical failure,7,medio,1,1
MD03079,X-Ray Machine,2014-04-26,11,Imagingtech,Model-550,Japan,10031.321971330824,6.107046350812583,2,4,3,Component firmware update after detecting overheating; functionality restored. data loss high priority failure,11,viejo,1,1
MD04415,X-Ray Machine,2020-08-22,5,Rescuetech,Model-500,Italy,8333.109716932888,19.61408817983776,1,2,3,Component replacement after detecting abnormal sound; functionality restored. sensor replaced emergency shutdown,5,medio,1,1
MD00300,Infusion Pump,2021-06-01,4,Medequip,Model-500,Japan,6851.365853381849,14.73106807931214,5,4,2,Routine check completed; software crash observed during diagnostics. reviewed logs component review,4,medio,1,0
MD03682,Ct Scanner,2015-11-06,10,Medequip,Model-350,France,17215.39332634765,15.470258106712622,4,3,3,Routine check completed; data lag observed during diagnostics. reboot failed critical failure,10,viejo,1,1
MD03758,Defibrillator,2015-09-07,10,Rescuetech,Model-400,France,2289.900621361173,2.33240696167003,4,0,1,Routine check completed; voltage spike observed during diagnostics. quick fix log file cleared,10,viejo,0,0
MD03687,X-Ray Machine,2018-08-27,7,Ultramed,Model-200,Canada,5707.766741723069,4.069390952104193,3,4,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. quick fix system check passed,7,medio,1,0
MD01474,X-Ray Machine,2016-03-18,9,Rescuetech,Model-200,France,900.489600188755,6.615875771386902,1,2,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay average severity report,9,viejo,1,0
MD00321,Defibrillator,2021-01-03,4,Medequip,Model-550,Uk,11500.379499435225,4.558865426953577,3,1,3,voltage spike caused operational delay; recalibration initiated. data loss critical malfunction,4,medio,1,1
MD00052,Infusion Pump,2021-07-11,4,Rescuetech,Model-250,Italy,7259.116172336603,8.061796991399536,1,2,2,sensor misalignment caused operational delay; component upgrade initiated. moderate delay performance warning,4,medio,1,1
MD04633,Ct Scanner,2016-12-29,9,Medequip,Model-300,Canada,3300.5785404677536,19.85912392891208,4,0,3,circuit failure caused operational delay; replacement initiated. data loss emergency shutdown,9,viejo,0,0
MD04974,Defibrillator,2013-09-16,12,Medequip,Model-600,Canada,7998.231768911314,17.765011340993766,2,3,2,voltage spike caused operational delay; component upgrade initiated. moderate delay moderate delay,12,viejo,1,1
MD03982,Pet Scanner,2014-10-21,11,Cardiosync,Model-150,Canada,6498.070218691551,8.43021517279264,1,1,2,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs moderate delay,11,viejo,1,0
MD02393,Mri Scanner,2020-07-16,5,Rescuetech,Model-300,Uk,6069.786280980533,15.588153967912003,4,5,2,data lag caused operational delay; component upgrade initiated. reviewed logs device required inspection,5,medio,1,0
MD05329,Defibrillator,2014-11-05,11,Medequip,Model-550,Italy,5196.402918085486,2.3945480586193315,1,3,1,software crash caused operational delay; replacement initiated. minor issue stable condition,11,viejo,1,0
MD02752,Pet Scanner,2023-02-18,2,Cardiosync,Model-100,Italy,7671.626409896508,21.387024967019865,5,3,3,overheating caused operational delay; inspection initiated. critical failure critical malfunction,2,nuevo,1,1
MD02301,X-Ray Machine,2018-04-15,7,Imagingtech,Model-100,Italy,12124.689694667966,18.216473459914297,3,1,2,Component inspection after detecting overheating; functionality restored. reviewed logs non-critical warning,7,medio,1,1
MD01651,Infusion Pump,2021-03-30,4,Imagingtech,Model-400,Canada,3173.3607295505185,8.768573852610102,3,4,1,Routine check completed; battery wear observed during diagnostics. software reset stable condition,4,medio,1,0
MD04209,Ct Scanner,2023-10-18,2,Medequip,Model-100,Usa,2618.352464434386,5.699278733147395,4,2,1,Component system reset after detecting overheating; functionality restored. quick fix routine reset,2,nuevo,1,0
MD04760,Infusion Pump,2022-03-03,3,Cardiosync,Model-300,Usa,7404.219755244379,8.392818077955981,1,3,2,Routine check completed; data lag observed during diagnostics. moderate delay moderate delay,3,nuevo,1,1
MD02968,Mri Scanner,2021-05-12,4,Cardiosync,Model-550,Italy,14888.37521610486,9.47847094951502,1,2,2,battery wear caused operational delay; firmware update initiated. moderate delay component review,4,medio,1,1
MD05276,Pet Scanner,2023-03-05,2,Scanpro,Model-400,France,17401.879544438732,28.769907576856824,2,1,3,Component inspection after detecting software crash; functionality restored. sensor replaced sensor replacement,2,nuevo,1,1
MD03206,Pet Scanner,2019-12-17,6,Scanpro,Model-100,France,6301.383845778067,8.405690579019314,4,1,1,Routine check completed; data lag observed during diagnostics. log cleaned stable condition,6,medio,1,0
MD04305,X-Ray Machine,2015-03-12,10,Ultramed,Model-400,Japan,5510.621951517704,15.657364715696366,4,1,2,Component recalibration after detecting data lag; functionality restored. component issue device required inspection,10,viejo,1,0
MD04356,Mri Scanner,2023-11-05,2,Scanpro,Model-500,Italy,-691.2960673834992,11.522603103794664,2,2,2,Routine check completed; overheating observed during diagnostics. reviewed logs performance warning,2,nuevo,1,0
MD03642,Pet Scanner,2022-02-21,3,Scanpro,Model-200,Canada,1456.3610990082825,2.8303791277927584,2,1,2,Routine check completed; sensor misalignment observed during diagnostics. component issue performance warning,3,nuevo,1,0
MD04996,X-Ray Machine,2016-04-03,9,Scanpro,Model-350,Usa,4862.080533760903,1.807918101081682,2,1,1,Routine check completed; data lag observed during diagnostics. software reset routine reset,9,viejo,1,0
MD05169,Mri Scanner,2021-02-01,4,Rescuetech,Model-200,Italy,6016.760826978769,8.596683657934504,2,3,1,Routine check completed; abnormal sound observed during diagnostics. minor issue routine reset,4,medio,1,0
MD01706,Mri Scanner,2020-04-22,5,Ultramed,Model-500,France,8449.056002387482,6.563545909889112,5,0,2,Component system reset after detecting battery wear; functionality restored. reviewed logs average severity report,5,medio,0,1
MD02348,Infusion Pump,2021-06-19,4,Ultramed,Model-500,Uk,6668.51466736277,20.91283840994288,1,0,3,System performance degraded due to circuit failure; mitigation via component upgrade. sensor replaced system crash,4,medio,0,0
MD05282,Infusion Pump,2023-10-10,2,Imagingtech,Model-300,Canada,6699.5042758944255,3.330304366728286,2,2,1,software crash caused operational delay; system reset initiated. minor issue low priority fault,2,nuevo,1,0
MD01930,Pet Scanner,2015-06-25,10,Cardiosync,Model-350,Uk,9161.869067384408,4.15595665950303,5,2,2,System performance degraded due to circuit failure; mitigation via component upgrade. moderate delay non-critical warning,10,viejo,1,1
MD03587,Mri Scanner,2018-01-28,7,Scanpro,Model-650,Canada,4806.491985235466,1.1138769899632748,5,5,1,abnormal sound caused operational delay; recalibration initiated. log cleaned quick fix,7,medio,1,0
MD03874,X-Ray Machine,2017-10-17,8,Rescuetech,Model-500,Usa,2497.268744246687,8.653642798605551,4,2,1,Component recalibration after detecting sensor misalignment; functionality restored. quick fix routine reset,8,viejo,1,0
MD01621,Ct Scanner,2017-06-27,8,Ultramed,Model-100,Uk,3648.774374167956,2.8458092357723865,1,1,1,Component software patch after detecting circuit failure; functionality restored. software reset minor issue,8,viejo,1,0
MD03183,Infusion Pump,2018-03-04,7,Rescuetech,Model-650,France,5753.701945483353,7.797043090873905,4,1,1,voltage spike caused operational delay; inspection initiated. log cleaned log file cleared,7,medio,1,0
MD03138,Infusion Pump,2014-03-11,11,Ultramed,Model-350,Italy,14854.323883502013,12.454925109879165,3,2,3,Component firmware update after detecting voltage spike; functionality restored. data loss system crash,11,viejo,1,1
MD03152,X-Ray Machine,2021-10-08,4,Imagingtech,Model-550,Usa,8031.376399340659,21.72888257247387,2,2,3,System performance degraded due to software crash; mitigation via recalibration. data loss critical malfunction,4,medio,1,1
MD04678,Defibrillator,2017-09-07,8,Medequip,Model-500,Uk,4501.683391630708,13.14420689047586,3,3,3,Routine check completed; data lag observed during diagnostics. sensor replaced sensor replacement,8,viejo,1,0
MD02643,Infusion Pump,2021-02-17,4,Rescuetech,Model-650,Canada,9440.807461822384,14.473120562077863,5,2,2,Routine check completed; data lag observed during diagnostics. component issue moderate delay,4,medio,1,1
MD02446,Ct Scanner,2014-04-19,11,Medequip,Model-450,France,10081.457828875627,10.773204529338416,2,2,2,System performance degraded due to data lag; mitigation via firmware update. component issue driver update applied,11,viejo,1,1
MD02204,Ct Scanner,2020-09-24,5,Rescuetech,Model-500,Uk,12309.99269155678,4.969193296492828,5,2,3,System performance degraded due to abnormal sound; mitigation via firmware update. reboot failed emergency shutdown,5,medio,1,1
MD04962,Defibrillator,2013-06-18,12,Medequip,Model-400,France,16624.890768798305,9.299712409634774,5,1,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced system crash,12,viejo,1,1
MD00283,Defibrillator,2016-10-04,9,Rescuetech,Model-200,Japan,10009.255393126185,5.310287386177372,2,2,2,Component recalibration after detecting data lag; functionality restored. reviewed logs component review,9,viejo,1,1
MD04731,Defibrillator,2018-12-14,7,Rescuetech,Model-450,Usa,16823.02023623615,17.062544434386307,3,5,3,System performance degraded due to voltage spike; mitigation via recalibration. data loss emergency shutdown,7,medio,1,1
MD02878,Pet Scanner,2021-05-24,4,Cardiosync,Model-200,Canada,8681.862852765184,13.927212995148476,4,1,2,System performance degraded due to sensor misalignment; mitigation via system reset. reviewed logs device required inspection,4,medio,1,1
MD01368,Mri Scanner,2018-05-09,7,Rescuetech,Model-500,France,2007.802860578125,3.5004613048156044,5,0,1,Component replacement after detecting sensor misalignment; functionality restored. software reset stable condition,7,medio,0,0
MD03699,Pet Scanner,2022-08-14,3,Imagingtech,Model-450,Usa,5700.9331437186775,5.3146074780192905,2,2,1,battery wear caused operational delay; inspection initiated. log cleaned log file cleared,3,nuevo,1,0
MD00256,Mri Scanner,2018-08-03,7,Imagingtech,Model-400,Uk,2269.5879883952284,3.226839821296176,4,2,2,abnormal sound caused operational delay; recalibration initiated. moderate delay device required inspection,7,medio,1,0
MD04556,X-Ray Machine,2022-01-30,3,Ultramed,Model-450,France,10495.991170151668,4.60442225914746,3,1,2,System performance degraded due to sensor misalignment; mitigation via recalibration. driver update average severity report,3,nuevo,1,1
MD01919,Mri Scanner,2018-12-03,7,Imagingtech,Model-450,France,3763.377398022612,9.500913708165742,5,3,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,7,medio,1,0
MD04875,Defibrillator,2013-08-09,12,Ultramed,Model-550,France,4169.915532195056,16.99463486177737,5,2,2,System performance degraded due to abnormal sound; mitigation via software patch. reviewed logs performance warning,12,viejo,1,0
MD03820,Infusion Pump,2018-02-25,7,Imagingtech,Model-400,Canada,8044.781159622175,11.415379455154008,1,4,2,data lag caused operational delay; inspection initiated. driver update moderate delay,7,medio,1,1
MD04816,Mri Scanner,2016-06-20,9,Cardiosync,Model-250,France,6823.572868290004,7.473761810627229,3,4,2,Routine check completed; software crash observed during diagnostics. driver update average severity report,9,viejo,1,0
MD01196,Defibrillator,2017-05-31,8,Ultramed,Model-250,Italy,17152.246475377582,7.9329605962444285,3,1,3,Component replacement after detecting battery wear; functionality restored. data loss critical failure,8,viejo,1,1
MD01948,Defibrillator,2016-02-15,9,Cardiosync,Model-100,Italy,1020.4688721828892,2.020640061643868,4,3,1,System performance degraded due to circuit failure; mitigation via firmware update. quick fix stable condition,9,viejo,1,0
MD01704,Mri Scanner,2021-04-13,4,Scanpro,Model-400,Usa,5824.076546658442,1.4852615680797656,3,0,1,overheating caused operational delay; system reset initiated. quick fix low priority fault,4,medio,0,0
MD04308,Pet Scanner,2018-06-12,7,Rescuetech,Model-150,Uk,9274.714373426938,18.13002194865387,2,2,2,battery wear caused operational delay; recalibration initiated. moderate delay non-critical warning,7,medio,1,1
MD04482,X-Ray Machine,2022-09-27,3,Cardiosync,Model-150,France,2992.861946013777,8.91458674067112,1,3,1,Component inspection after detecting abnormal sound; functionality restored. quick fix stable condition,3,nuevo,1,0
MD00684,Mri Scanner,2018-07-15,7,Scanpro,Model-200,Italy,4979.206394767989,6.55078077022136,1,3,1,Routine check completed; software crash observed during diagnostics. minor issue quick fix,7,medio,1,0
MD00719,Ct Scanner,2017-06-12,8,Rescuetech,Model-400,Canada,3959.4139719524906,6.581982101611482,4,2,2,abnormal sound caused operational delay; recalibration initiated. moderate delay performance warning,8,viejo,1,0
MD05068,Pet Scanner,2019-04-16,6,Medequip,Model-600,Uk,2662.672275934408,1.601535370363123,1,3,1,Routine check completed; abnormal sound observed during diagnostics. software reset log file cleared,6,medio,1,0
MD05253,Mri Scanner,2024-01-14,1,Rescuetech,Model-650,Uk,4682.784798182119,7.272358450956442,2,3,1,sensor misalignment caused operational delay; firmware update initiated. log cleaned minor issue,1,nuevo,1,0
MD01775,Infusion Pump,2023-08-09,2,Imagingtech,Model-500,Uk,2072.873362314011,5.651562499415492,5,1,1,System performance degraded due to circuit failure; mitigation via recalibration. quick fix system check passed,2,nuevo,1,0
MD04694,Infusion Pump,2020-05-06,5,Cardiosync,Model-500,Japan,8746.972467811893,1.884432925239867,5,2,1,Component firmware update after detecting sensor misalignment; functionality restored. software reset system check passed,5,medio,1,1
MD04773,Mri Scanner,2021-04-12,4,Rescuetech,Model-400,Uk,9759.928767811542,5.632298556518947,1,2,2,Component recalibration after detecting circuit failure; functionality restored. reviewed logs non-critical warning,4,medio,1,1
MD04186,Mri Scanner,2017-10-09,8,Ultramed,Model-550,Uk,5347.315967068649,9.256726115924163,2,2,1,Routine check completed; data lag observed during diagnostics. minor issue routine reset,8,viejo,1,0
MD03048,Ct Scanner,2019-11-19,6,Medequip,Model-450,France,5054.2747292222975,4.522230923257135,5,0,1,System performance degraded due to overheating; mitigation via firmware update. quick fix routine reset,6,medio,0,0
MD02158,Pet Scanner,2020-04-08,5,Rescuetech,Model-450,France,8652.559587766083,8.331930592391451,4,1,2,System performance degraded due to overheating; mitigation via recalibration. reviewed logs device required inspection,5,medio,1,1
MD00497,Defibrillator,2014-04-20,11,Imagingtech,Model-250,Usa,3865.871006906592,3.88055915237624,2,2,1,Component inspection after detecting circuit failure; functionality restored. quick fix stable condition,11,viejo,1,0
MD03608,Defibrillator,2017-09-03,8,Ultramed,Model-350,France,16040.84927212523,18.33352780111707,1,1,3,Component inspection after detecting abnormal sound; functionality restored. critical failure critical failure,8,viejo,1,1
MD03039,Ct Scanner,2016-12-29,9,Imagingtech,Model-650,Japan,24070.9222164416,19.5103427554612,5,2,3,overheating caused operational delay; inspection initiated. critical failure urgent inspection needed,9,viejo,1,1
MD00297,Defibrillator,2022-07-06,3,Ultramed,Model-500,France,6745.487169179153,8.12226714454303,5,1,1,System performance degraded due to sensor misalignment; mitigation via firmware update. quick fix routine reset,3,nuevo,1,0
MD05067,X-Ray Machine,2015-03-15,10,Ultramed,Model-100,Japan,6813.961765023745,27.51228365377697,1,0,3,Routine check completed; data lag observed during diagnostics. sensor replaced urgent inspection needed,10,viejo,0,0
MD03867,Ct Scanner,2017-03-03,8,Rescuetech,Model-550,Usa,11895.543640536032,9.66722585418249,3,2,3,battery wear caused operational delay; recalibration initiated. reboot failed high priority failure,8,viejo,1,1
MD00208,Ct Scanner,2015-08-21,10,Rescuetech,Model-650,Usa,7571.073924353469,18.331725792459537,4,3,3,System performance degraded due to software crash; mitigation via component upgrade. data loss hardware fault,10,viejo,1,1
MD01223,X-Ray Machine,2023-03-11,2,Medequip,Model-300,France,14007.949153035344,4.509267161618984,1,1,3,System performance degraded due to software crash; mitigation via replacement. data loss critical malfunction,2,nuevo,1,1
MD05455,Mri Scanner,2016-02-15,9,Cardiosync,Model-600,Uk,11077.099493605854,11.4193759947726,1,1,2,overheating caused operational delay; recalibration initiated. component issue moderate delay,9,viejo,1,1
MD03400,X-Ray Machine,2014-03-09,11,Rescuetech,Model-300,Japan,8737.285917713736,10.934057361902456,1,4,2,Component software patch after detecting circuit failure; functionality restored. moderate delay average severity report,11,viejo,1,1
MD03213,Infusion Pump,2018-02-27,7,Cardiosync,Model-250,Japan,7028.51039446107,11.494010437743349,3,1,2,System performance degraded due to voltage spike; mitigation via recalibration. driver update moderate delay,7,medio,1,0
MD00481,Defibrillator,2023-08-20,2,Ultramed,Model-250,Usa,5573.879500400548,10.032364757510033,1,1,2,overheating caused operational delay; system reset initiated. reviewed logs moderate delay,2,nuevo,1,0
MD02267,Mri Scanner,2022-11-12,3,Cardiosync,Model-200,Canada,25183.69643896574,22.013722561683323,5,2,3,System performance degraded due to circuit failure; mitigation via inspection. sensor replaced system crash,3,nuevo,1,1
MD02908,Defibrillator,2019-03-19,6,Scanpro,Model-100,Japan,10064.074333700655,12.010433867753322,2,1,2,software crash caused operational delay; recalibration initiated. reviewed logs performance warning,6,medio,1,1
MD02922,Ct Scanner,2019-05-24,6,Rescuetech,Model-150,Usa,7148.035346986107,12.87181930934159,4,1,2,battery wear caused operational delay; system reset initiated. driver update device required inspection,6,medio,1,0
MD00713,Infusion Pump,2021-09-30,4,Rescuetech,Model-450,Uk,23765.51251175356,10.402867523695644,3,4,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced sensor replacement,4,medio,1,1
MD05286,Pet Scanner,2017-08-14,8,Cardiosync,Model-150,Japan,24489.84466644994,22.753020163007008,2,2,3,Component software patch after detecting battery wear; functionality restored. data loss sensor replacement,8,viejo,1,1
MD00627,X-Ray Machine,2021-07-07,4,Rescuetech,Model-400,Italy,12221.64593831936,7.49278258303419,2,1,2,abnormal sound caused operational delay; component upgrade initiated. component issue non-critical warning,4,medio,1,1
MD01590,Mri Scanner,2020-12-04,5,Medequip,Model-150,Usa,24262.92876466635,16.06302330246052,3,2,3,Routine check completed; battery wear observed during diagnostics. data loss critical malfunction,5,medio,1,1
MD00318,Ct Scanner,2015-05-01,10,Imagingtech,Model-650,Italy,6644.608410344264,8.316721644844668,2,2,2,Routine check completed; software crash observed during diagnostics. component issue driver update applied,10,viejo,1,0
MD05198,Infusion Pump,2022-06-22,3,Rescuetech,Model-250,Italy,15993.11277156568,12.558029420443953,4,2,2,Component inspection after detecting voltage spike; functionality restored. component issue component review,3,nuevo,1,1
MD01635,Infusion Pump,2015-07-06,10,Ultramed,Model-350,Japan,6200.136308573875,13.213649040710807,4,0,2,Routine check completed; circuit failure observed during diagnostics. component issue device required inspection,10,viejo,0,0
MD01425,Mri Scanner,2021-03-08,4,Scanpro,Model-100,France,2760.716057570068,1.458184491303051,4,2,1,System performance degraded due to data lag; mitigation via system reset. minor issue minor issue,4,medio,1,0
MD02313,Ct Scanner,2019-08-13,6,Ultramed,Model-100,Italy,10348.2151058723,16.643713517542015,2,2,2,Component recalibration after detecting data lag; functionality restored. component issue performance warning,6,medio,1,1
MD00086,Pet Scanner,2024-02-18,1,Imagingtech,Model-150,Usa,3521.743628754106,4.58747083697718,1,3,2,System performance degraded due to data lag; mitigation via replacement. reviewed logs component review,1,nuevo,1,0
MD02194,Defibrillator,2020-04-24,5,Scanpro,Model-600,Italy,11186.277748263052,13.78826789806993,5,1,3,Routine check completed; abnormal sound observed during diagnostics. data loss system crash,5,medio,1,1
MD01730,Infusion Pump,2014-02-09,11,Ultramed,Model-300,Japan,14571.656501717796,12.912541494904737,3,2,2,System performance degraded due to battery wear; mitigation via firmware update. driver update average severity report,11,viejo,1,1
MD03841,Pet Scanner,2016-12-08,9,Scanpro,Model-300,Japan,4654.811143476233,3.3776500792954365,5,4,2,sensor misalignment caused operational delay; recalibration initiated. driver update driver update applied,9,viejo,1,0
MD00982,X-Ray Machine,2016-02-28,9,Rescuetech,Model-200,Japan,22260.719264357474,26.081023437165168,2,3,3,System performance degraded due to data lag; mitigation via component upgrade. critical failure emergency shutdown,9,viejo,1,1
MD01620,Pet Scanner,2020-06-23,5,Scanpro,Model-550,Canada,7153.859846901734,5.055662232510113,4,5,1,Component component upgrade after detecting overheating; functionality restored. minor issue minor issue,5,medio,1,0
MD00842,Ct Scanner,2017-03-28,8,Cardiosync,Model-200,Italy,24280.81186201517,17.613975704413704,2,4,3,Component replacement after detecting voltage spike; functionality restored. reboot failed urgent inspection needed,8,viejo,1,1
MD01991,Defibrillator,2023-03-29,2,Ultramed,Model-450,Uk,10989.225009969156,4.92454972592023,1,3,2,Routine check completed; circuit failure observed during diagnostics. moderate delay driver update applied,2,nuevo,1,1
MD00378,X-Ray Machine,2015-10-31,10,Medequip,Model-500,France,5383.330091858134,2.7938692109569137,3,1,1,voltage spike caused operational delay; replacement initiated. quick fix log file cleared,10,viejo,1,0
MD04433,Ct Scanner,2023-06-03,2,Rescuetech,Model-300,Japan,11525.926871443544,3.8930052027934168,2,2,2,Component inspection after detecting circuit failure; functionality restored. moderate delay device required inspection,2,nuevo,1,1
MD01125,Pet Scanner,2022-03-23,3,Medequip,Model-600,Japan,638.1514917652529,16.227578426369934,4,1,3,Routine check completed; abnormal sound observed during diagnostics. sensor replaced hardware fault,3,nuevo,1,0
MD02002,Defibrillator,2020-09-12,5,Medequip,Model-500,Usa,2860.464512058145,11.650278999231055,1,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset temporary glitch,5,medio,1,0
MD02807,Infusion Pump,2022-05-24,3,Imagingtech,Model-200,Canada,11519.63876448213,12.029643908608945,2,3,3,Routine check completed; overheating observed during diagnostics. reboot failed critical malfunction,3,nuevo,1,1
MD03501,Mri Scanner,2022-11-25,3,Imagingtech,Model-100,Usa,1879.6219107037584,2.3597141180894856,4,4,1,Component firmware update after detecting data lag; functionality restored. software reset quick fix,3,nuevo,1,0
MD03496,Pet Scanner,2014-04-05,11,Medequip,Model-250,Italy,3418.1903661429897,1.959732792975811,4,4,1,sensor misalignment caused operational delay; firmware update initiated. minor issue temporary glitch,11,viejo,1,0
MD01696,Ct Scanner,2022-09-04,3,Rescuetech,Model-450,Italy,12384.712751619238,7.571723948176914,2,3,3,data lag caused operational delay; replacement initiated. critical failure urgent inspection needed,3,nuevo,1,1
MD04703,Ct Scanner,2014-09-24,11,Ultramed,Model-550,Japan,11440.21907333027,2.7490020054640443,3,1,2,System performance degraded due to voltage spike; mitigation via software patch. component issue performance warning,11,viejo,1,1
MD00467,Mri Scanner,2021-10-08,4,Rescuetech,Model-450,Uk,3081.313578574971,18.886729212844777,2,2,2,System performance degraded due to voltage spike; mitigation via firmware update. component issue device required inspection,4,medio,1,0
MD02413,Infusion Pump,2019-01-18,6,Scanpro,Model-550,France,2545.731618349108,1.5250547820315437,2,5,1,Component replacement after detecting overheating; functionality restored. minor issue system check passed,6,medio,1,0
MD00101,Mri Scanner,2020-04-02,5,Ultramed,Model-650,Canada,16789.947007301787,20.117845087843005,3,0,3,System performance degraded due to overheating; mitigation via software patch. sensor replaced critical malfunction,5,medio,0,1
MD01993,Mri Scanner,2019-04-02,6,Imagingtech,Model-550,Japan,1619.5662699624684,9.329236768238,5,2,1,Component software patch after detecting software crash; functionality restored. quick fix minor issue,6,medio,1,0
MD04860,Defibrillator,2023-04-28,2,Ultramed,Model-500,Uk,6710.741028509014,8.19927130277803,1,2,2,Component firmware update after detecting overheating; functionality restored. driver update performance warning,2,nuevo,1,0
MD01452,X-Ray Machine,2023-09-15,2,Medequip,Model-600,France,4916.651592208727,1.7960066305447169,5,2,1,System performance degraded due to voltage spike; mitigation via system reset. minor issue low priority fault,2,nuevo,1,0
MD01862,X-Ray Machine,2023-03-16,2,Rescuetech,Model-450,France,15441.398162582962,3.384802663794228,4,1,3,Component component upgrade after detecting circuit failure; functionality restored. data loss system crash,2,nuevo,1,1
MD01329,Pet Scanner,2018-01-05,7,Imagingtech,Model-150,France,8775.147298801769,13.538865539755625,2,0,2,Component recalibration after detecting battery wear; functionality restored. reviewed logs device required inspection,7,medio,0,1
MD03250,Infusion Pump,2013-11-14,12,Rescuetech,Model-100,Japan,2441.318494878132,20.899996676822887,3,2,3,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault,12,viejo,1,0
MD05466,Pet Scanner,2013-05-11,12,Scanpro,Model-250,Japan,14072.647557948048,11.335829823658946,5,2,3,System performance degraded due to sensor misalignment; mitigation via component upgrade. critical failure high priority failure,12,viejo,1,1
MD02493,X-Ray Machine,2019-03-17,6,Cardiosync,Model-150,Usa,9627.847113516384,4.034180579131568,3,0,2,circuit failure caused operational delay; component upgrade initiated. reviewed logs device required inspection,6,medio,0,1
MD05498,Pet Scanner,2021-04-04,4,Cardiosync,Model-250,Usa,2164.08636757328,6.657131800995378,4,4,1,Component software patch after detecting overheating; functionality restored. software reset routine reset,4,medio,1,0
MD04462,Mri Scanner,2020-01-12,5,Scanpro,Model-150,France,12086.227145924486,6.967297533875804,4,3,2,Component system reset after detecting circuit failure; functionality restored. reviewed logs component review,5,medio,1,1
MD03660,X-Ray Machine,2015-08-03,10,Scanpro,Model-600,Usa,9288.51671527576,26.31816988757654,2,0,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical malfunction,10,viejo,0,1
